date,ret_S1BM1,ret_S1BM2,ret_S1BM3,ret_S1BM4,ret_S1BM5,ret_S2BM1,ret_S2BM2,ret_S2BM3,ret_S2BM4,ret_S2BM5,ret_S3BM1,ret_S3BM2,ret_S3BM3,ret_S3BM4,ret_S3BM5,ret_S4BM1,ret_S4BM2,ret_S4BM3,ret_S4BM4,ret_S4BM5,ret_S5BM1,ret_S5BM2,ret_S5BM3,ret_S5BM4,ret_S5BM5
2015-01-06,0.023125011976606307,0.018588072914281304,0.022906722701334443,0.016317028207724675,0.015245344214108109,0.019581060859721285,0.022030916034810867,0.014405553892895029,0.015498466322502319,0.012130830136139005,0.016850108496583926,0.02052833796593387,0.01916714100126799,0.007845351658475514,0.008998406227608556,0.021306619839619855,0.018027292904673666,0.01611593312016184,0.008329786909253078,-0.0018270760908570601,0.012501236694622763,0.009430495086671438,-0.002498808423574185,-0.0018754342490331425,-0.0042790024991663555
2015-01-07,0.00490212732628091,-0.00238862544380738,0.0013492855589302966,0.0009900670566990245,-0.002473250898100105,0.00713325081584804,-0.0018204905275428964,0.002425175758831892,-0.001566665186892866,-0.0004995852531036914,0.0026837541978170154,0.0030811243438215938,0.0018985023628964406,0.001897728217478458,0.002327169298355748,-0.0027256701463402315,0.0032201001057762346,0.001379634116596078,0.002154348993099071,0.001844855062047471,0.00264672242377846,0.0009067339931882333,0.016221364557126385,0.004445979751220074,0.007689099423049097
2015-01-08,0.012819918432888539,0.007120355423160116,0.002376725522828347,-0.004362150450007307,-0.006424483133066643,0.004378175713564137,0.0036141944431573223,0.0007769223365728269,-0.004060647324355655,-0.003844080651895971,0.005163904581001712,-0.0028947262133788036,0.0019229503369915602,-0.010778550608247454,-0.0108099691496764,0.0021458176250403636,-0.006743864653497016,-0.0029847251878225953,-0.009030221921787327,-0.016331674311594695,-0.010058571895703085,-0.017331052800948626,-0.018482906907039146,-0.015618250517806413,-0.031460538259245954
2015-01-09,-0.01354205811611087,-0.0066214866302515656,-0.007202488430260748,-0.007223575195691308,-0.009076930296660537,-0.003333754525008198,-0.008679916042299543,-0.011331849347571416,-0.005326397322188864,-0.007240788961967752,-0.003543011933166407,-0.006284478167063485,-0.009453408946867832,-0.009740691826442206,-0.01051888417724019,0.00044948429684556635,-0.00809408058114629,-0.01041613380074523,-0.008525194672418768,-0.010897482269904802,-0.0038354724002775185,-0.012207876132305923,0.005614894221163634,-0.0008309357260836117,-0.0027343703743842127
2015-01-12,-0.015383811738787714,-0.016205746927148768,-0.024317475279734213,-0.017973139199746437,-0.019587005989756153,-0.009861694914360513,-0.015070133090591218,-0.013638639456496628,-0.01666646709056463,-0.02094597342702177,-0.00149864296195121,-0.00754557621123229,-0.01380451672594358,-0.023649026473134896,-0.027337158092216696,-0.006967913385408299,-0.014081744333456402,-0.017613731268460945,-0.014480788339785224,-0.026891614869544174,0.00046693498177221887,-0.007387238833366385,0.001228997204926778,-0.009619504277747524,-0.02408049547276211
2015-01-13,0.011914784388237036,0.021226575015674053,0.017770028460959087,0.01898266989436043,0.014785474696450578,0.016612584681159916,0.020263979650548682,0.017658846068021237,0.01808384366021154,0.014107392584820851,0.012985863787915195,0.021211953257106564,0.018545827477165024,0.01150979159649798,0.013044723696021096,0.02512082199366008,0.020061021662495276,0.02386515660107671,0.016051419674697552,0.009961684426233025,0.010992087808764518,-0.002173727892295006,-0.0019888936099791803,0.0044999937637450575,-0.0001244668754800698
2015-01-14,-0.00553889537727766,-0.007499474385968619,-0.003374720033057703,0.000639003090956924,-0.008150678302200082,0.0005102202703814054,-0.00031474321692679383,-0.0033120076323934363,-0.0004737773908312637,-0.002048896978065048,-0.008064735087178893,-0.003261213625564704,-0.0004893621859941648,-0.0026040459531064242,-0.005306060161984107,0.0031989404231056997,-0.003517613289831461,-0.0049116561996438764,-0.008769903139728738,-0.0068572136371220435,-0.0054101144223627174,-0.006973440114646859,-0.00790143201464513,-0.008739330567794188,-0.002250464366319765
2015-01-15,0.0042737828571635435,0.008140245895776074,0.009545087250664974,0.01073471891068539,0.011555569696040675,0.0012914900427790058,0.003219127761861398,0.010050559829092776,0.0070159760441847845,0.008684212308385324,0.008492494825825833,0.0029277595312621257,0.006916727437569838,0.012081411296469755,0.015045698014106603,0.0030487563785160684,0.003752980287335284,0.010696141805592498,0.015527230102535625,0.018847704387345905,0.013276273097750885,0.016947423145282053,0.04430469050405176,0.03442191733389461,0.04550186077760283
2015-01-16,0.016366108839850183,0.014417982818766576,0.01717737762436126,0.009961138211297602,0.01062676217380965,0.016624015954670127,0.017120028740928987,0.01058426677045246,0.009326921963500902,0.009392505635764097,0.015860563911793756,0.011801969463070832,0.010429305112775563,0.006423075024006155,0.00793481113772734,0.017885217062781674,0.010091945239332848,0.011783986848544672,0.011049346607641631,0.008700333582923015,0.01775217308479476,0.005084551172069145,0.0133857901216698,0.012286609707186515,0.012583693224797179
2015-01-19,-0.010158656782011423,-0.014609090625050333,-0.015023583959046986,-0.01530201518164527,-0.019688309245969378,-0.023261306031500777,-0.018329913109820607,-0.027142696476657173,-0.027520565793772968,-0.03238989276273516,-0.021853738642775605,-0.019784325128514763,-0.026632080485128835,-0.04599747896358884,-0.04537254725377286,-0.008609959321412874,-0.031607750361811814,-0.041678818415231474,-0.04695795633598284,-0.06300821550364416,-0.04364521814798467,-0.06477842328012384,-0.07643159444076585,-0.07738688346918193,-0.09368007177701673
