MktRet,SMB,HML,BSI,date
0.02619444146761316,-0.0011161458748919703,0.006541287504208872,1.0508188045058942,2015-04-07
0.006054794053366773,-0.01690874212790071,0.009019442192862383,0.25758235985810485,2015-04-08
-0.009386389668041312,-0.003740501567174488,-0.0042907884838857095,0.4342858083821959,2015-04-09
0.02254926435863027,0.008341394006279583,-0.0013090774303160697,0.28864944903025436,2015-04-10
0.023030656198832232,0.005531107489414423,0.005849463838040931,0.9702199813111461,2015-04-13
0.0038908735756199024,0.0012129447028791126,3.0362344734419754e-05,0.31053961827509124,2015-04-14
-0.01732109102432307,-0.017254842985269525,0.014474691210462794,0.17770482647833186,2015-04-15
0.026361635654476877,-0.014893057335602575,0.006806940636198024,0.254775140743871,2015-04-16
0.020404339014338947,-0.01239617322841152,0.013388753010254257,0.6125271948567201,2015-04-17
-0.01582775749381671,-0.008455322658573742,0.006037105953474873,1.0001258397332604,2015-04-20
0.024900429496578346,0.010951099209973503,-0.01594238711431678,-0.23748552980486892,2015-04-21
0.02745079158824529,0.004024734102928772,-0.0033388932437874233,0.33362638458358745,2015-04-22
0.006438478088099445,0.0071442740152689935,-0.0039572685901034,0.5266758318180662,2015-04-23
-0.0026441111559776104,0.004366798614789235,-0.00820863391124704,-0.10963970617812763,2015-04-24
0.027206194878227136,-0.0131402254577614,0.020519469107746206,0.5781192614243473,2015-04-27
-0.015529099259151306,-0.015223193804890352,0.016577297231101896,0.01366497046398124,2015-04-28
0.005348653525178703,0.01594854643586603,-0.018013158818739883,-0.13578501771344031,2015-04-29
-0.004262176232323652,0.008526505903175925,-0.009657052810746762,0.34626069712469304,2015-04-30
0.010994312084717583,0.004768870433484281,0.011183943378168413,0.6203054669606048,2015-05-04
-0.03878293191777718,0.0036400541114470497,-0.013450578660471686,0.0275193432354158,2015-05-05
-0.014923125013018183,-0.005915635496227638,-0.014534749654646507,-0.6067374407203692,2015-05-06
-0.024096874464431848,-0.003922323241667525,-0.015591177923800034,-0.5795279432311171,2015-05-07
